"","GO.ID","Term","Annotated","Significant","Expected","classicFisher","set"
"995","GO:0016702","oxidoreductase activity, acting on singl...",46,1,0.03,"0.0333","Module_66"
"996","GO:0051213","dioxygenase activity",50,1,0.04,"0.0361","Module_66"
"997","GO:0016836","hydro-lyase activity",51,1,0.04,"0.0369","Module_66"
"998","GO:0008270","zinc ion binding",1053,3,0.77,"0.0379","Module_66"
"999","GO:0016701","oxidoreductase activity, acting on singl...",64,1,0.05,"0.0460","Module_66"
"1000","GO:0016835","carbon-oxygen lyase activity",100,1,0.07,"0.0711","Module_66"
"1001","GO:0042626","ATPase-coupled transmembrane transporter...",114,1,0.08,"0.0807","Module_66"
"1002","GO:0046872","metal ion binding",2419,4,1.78,"0.0888","Module_66"
"1003","GO:0043169","cation binding",2432,4,1.79,"0.0902","Module_66"
"1004","GO:0046914","transition metal ion binding",1574,3,1.16,"0.1017","Module_66"
"1005","GO:0015399","primary active transmembrane transporter...",148,1,0.11,"0.1035","Module_66"
"1006","GO:0005509","calcium ion binding",253,3,0.4,"0.0073","Module_67"
"1007","GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase ...",6,1,0.01,"0.0095","Module_67"
"1008","GO:0016744","transketolase or transaldolase activity",14,1,0.02,"0.0221","Module_67"
"1009","GO:0005544","calcium-dependent phospholipid binding",15,1,0.02,"0.0236","Module_67"
"1010","GO:0009055","electron transfer activity",191,2,0.3,"0.0368","Module_67"
"1011","GO:0004659","prenyltransferase activity",24,1,0.04,"0.0375","Module_67"
"1012","GO:0031072","heat shock protein binding",35,1,0.06,"0.0543","Module_67"
"1013","GO:0016702","oxidoreductase activity, acting on singl...",46,1,0.07,"0.0708","Module_67"
"1014","GO:0051213","dioxygenase activity",50,1,0.08,"0.0767","Module_67"
"1015","GO:0005543","phospholipid binding",57,1,0.09,"0.0870","Module_67"
"1016","GO:0003899","DNA-directed 5'-3' RNA polymerase activi...",64,1,0.1,"0.0971","Module_67"
"1017","GO:0016701","oxidoreductase activity, acting on singl...",64,1,0.1,"0.0971","Module_67"
"1018","GO:0016765","transferase activity, transferring alkyl...",68,1,0.11,"0.1029","Module_67"
"1019","GO:0034062","5'-3' RNA polymerase activity",69,1,0.11,"0.1043","Module_67"
"1020","GO:0097747","RNA polymerase activity",69,1,0.11,"0.1043","Module_67"
"1021","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0073","Module_68"
"1022","GO:0004867","serine-type endopeptidase inhibitor acti...",8,1,0.01,"0.0073","Module_68"
"1023","GO:0016157","sucrose synthase activity",10,1,0.01,"0.0092","Module_68"
"1024","GO:0003824","catalytic activity",7792,12,7.16,"0.0112","Module_68"
"1025","GO:0009055","electron transfer activity",191,2,0.18,"0.0129","Module_68"
"1026","GO:0004866","endopeptidase inhibitor activity",43,1,0.04,"0.0388","Module_68"
"1027","GO:0061135","endopeptidase regulator activity",43,1,0.04,"0.0388","Module_68"
"1028","GO:0030414","peptidase inhibitor activity",44,1,0.04,"0.0397","Module_68"
"1029","GO:0061134","peptidase regulator activity",44,1,0.04,"0.0397","Module_68"
"1030","GO:0008080","N-acetyltransferase activity",53,1,0.05,"0.0476","Module_68"
"1031","GO:0016410","N-acyltransferase activity",56,1,0.05,"0.0502","Module_68"
"1032","GO:0035251","UDP-glucosyltransferase activity",59,1,0.05,"0.0529","Module_68"
"1033","GO:0016407","acetyltransferase activity",61,1,0.06,"0.0546","Module_68"
"1034","GO:0016879","ligase activity, forming carbon-nitrogen...",63,1,0.06,"0.0564","Module_68"
"1035","GO:0016491","oxidoreductase activity",1696,4,1.56,"0.0623","Module_68"
"1036","GO:0004743","pyruvate kinase activity",13,1,0.01,"0.011","Module_69"
"1037","GO:0030955","potassium ion binding",15,1,0.01,"0.013","Module_69"
"1038","GO:0031420","alkali metal ion binding",15,1,0.01,"0.013","Module_69"
"1039","GO:0004298","threonine-type endopeptidase activity",20,1,0.02,"0.017","Module_69"
"1040","GO:0070003","threonine-type peptidase activity",20,1,0.02,"0.017","Module_69"
"1041","GO:0004866","endopeptidase inhibitor activity",43,1,0.04,"0.036","Module_69"
"1042","GO:0061135","endopeptidase regulator activity",43,1,0.04,"0.036","Module_69"
"1043","GO:0030414","peptidase inhibitor activity",44,1,0.04,"0.037","Module_69"
"1044","GO:0061134","peptidase regulator activity",44,1,0.04,"0.037","Module_69"
"1045","GO:0016879","ligase activity, forming carbon-nitrogen...",63,1,0.05,"0.053","Module_69"
"1046","GO:0004674","protein serine/threonine kinase activity",99,1,0.08,"0.082","Module_69"
"1047","GO:0000287","magnesium ion binding",121,1,0.1,"0.099","Module_69"
"1048","GO:0016773","phosphotransferase activity, alcohol gro...",1437,3,1.23,"0.119","Module_69"
"1049","GO:0043167","ion binding",5212,7,4.47,"0.124","Module_69"
"1050","GO:0004857","enzyme inhibitor activity",156,1,0.13,"0.126","Module_69"
"1051","GO:0016491","oxidoreductase activity",1696,8,2.7,"0.0037","Module_70"
"1052","GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase ...",6,1,0.01,"0.0095","Module_70"
"1053","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0127","Module_70"
"1054","GO:0016744","transketolase or transaldolase activity",14,1,0.02,"0.0221","Module_70"
"1055","GO:0003824","catalytic activity",7792,18,12.41,"0.0221","Module_70"
"1056","GO:0008236","serine-type peptidase activity",183,2,0.29,"0.0340","Module_70"
"1057","GO:0017171","serine hydrolase activity",183,2,0.29,"0.0340","Module_70"
"1058","GO:0008233","peptidase activity",464,3,0.74,"0.0365","Module_70"
"1059","GO:0008483","transaminase activity",24,1,0.04,"0.0375","Module_70"
"1060","GO:0016769","transferase activity, transferring nitro...",24,1,0.04,"0.0375","Module_70"
"1061","GO:0004866","endopeptidase inhibitor activity",43,1,0.07,"0.0663","Module_70"
"1062","GO:0061135","endopeptidase regulator activity",43,1,0.07,"0.0663","Module_70"
"1063","GO:0030414","peptidase inhibitor activity",44,1,0.07,"0.0678","Module_70"
"1064","GO:0061134","peptidase regulator activity",44,1,0.07,"0.0678","Module_70"
"1065","GO:0004185","serine-type carboxypeptidase activity",46,1,0.07,"0.0708","Module_70"
"1066","GO:0008964","phosphoenolpyruvate carboxylase activity",6,1,0.01,"0.011","Module_71"
"1067","GO:0004611","phosphoenolpyruvate carboxykinase activi...",11,1,0.02,"0.020","Module_71"
"1068","GO:0004616","phosphogluconate dehydrogenase (decarbox...",12,1,0.02,"0.022","Module_71"
"1069","GO:0140096","catalytic activity, acting on a protein",2189,8,4.02,"0.040","Module_71"
"1070","GO:0008483","transaminase activity",24,1,0.04,"0.043","Module_71"
"1071","GO:0016769","transferase activity, transferring nitro...",24,1,0.04,"0.043","Module_71"
"1072","GO:0008236","serine-type peptidase activity",183,2,0.34,"0.044","Module_71"
"1073","GO:0017171","serine hydrolase activity",183,2,0.34,"0.044","Module_71"
"1074","GO:0009055","electron transfer activity",191,2,0.35,"0.048","Module_71"
"1075","GO:0003824","catalytic activity",7792,19,14.31,"0.063","Module_71"
"1076","GO:0004866","endopeptidase inhibitor activity",43,1,0.08,"0.076","Module_71"
"1077","GO:0016831","carboxy-lyase activity",43,1,0.08,"0.076","Module_71"
"1078","GO:0061135","endopeptidase regulator activity",43,1,0.08,"0.076","Module_71"
"1079","GO:0030414","peptidase inhibitor activity",44,1,0.08,"0.078","Module_71"
"1080","GO:0061134","peptidase regulator activity",44,1,0.08,"0.078","Module_71"
"1081","GO:0005544","calcium-dependent phospholipid binding",15,2,0.02,"0.00023","Module_72"
"1082","GO:0005509","calcium ion binding",253,4,0.39,"0.00055","Module_72"
"1083","GO:0005543","phospholipid binding",57,2,0.09,"0.00341","Module_72"
"1084","GO:0016841","ammonia-lyase activity",7,1,0.01,"0.01067","Module_72"
"1085","GO:0003918","DNA topoisomerase type II (double strand...",12,1,0.02,"0.01822","Module_72"
"1086","GO:0008289","lipid binding",159,2,0.24,"0.02441","Module_72"
"1087","GO:0016840","carbon-nitrogen lyase activity",17,1,0.03,"0.02572","Module_72"
"1088","GO:0003916","DNA topoisomerase activity",22,1,0.03,"0.03317","Module_72"
"1089","GO:0016638","oxidoreductase activity, acting on the C...",25,1,0.04,"0.03761","Module_72"
"1090","GO:0046872","metal ion binding",2419,7,3.7,"0.06561","Module_72"
"1091","GO:0043169","cation binding",2432,7,3.72,"0.06720","Module_72"
"1092","GO:0004222","metalloendopeptidase activity",48,1,0.07,"0.07100","Module_72"
"1093","GO:0008094","ATP-dependent activity, acting on DNA",63,1,0.1,"0.09218","Module_72"
"1094","GO:0008237","metallopeptidase activity",64,1,0.1,"0.09357","Module_72"
"1095","GO:0030599","pectinesterase activity",73,1,0.11,"0.10604","Module_72"
"1096","GO:0003735","structural constituent of ribosome",351,2,0.13,"0.0065","Module_73"
"1097","GO:0005198","structural molecule activity",398,2,0.15,"0.0083","Module_73"
"1098","GO:0008270","zinc ion binding",1053,1,0.39,"0.3297","Module_73"
"1099","GO:0046914","transition metal ion binding",1574,1,0.58,"0.4557","Module_73"
"1100","GO:0016772","transferase activity, transferring phosp...",1654,1,0.61,"0.4732","Module_73"
"1101","GO:0003677","DNA binding",1874,1,0.69,"0.5188","Module_73"
"1102","GO:0005524","ATP binding",2116,1,0.78,"0.5652","Module_73"
"1103","GO:0035639","purine ribonucleoside triphosphate bindi...",2342,1,0.86,"0.6050","Module_73"
"1104","GO:0046872","metal ion binding",2419,1,0.89,"0.6179","Module_73"
"1105","GO:0032559","adenyl ribonucleotide binding",2432,1,0.89,"0.6200","Module_73"
"1106","GO:0043169","cation binding",2432,1,0.89,"0.6200","Module_73"
"1107","GO:0043167","ion binding",5212,2,1.92,"0.6203","Module_73"
"1108","GO:0030554","adenyl nucleotide binding",2436,1,0.9,"0.6207","Module_73"
"1109","GO:0032555","purine ribonucleotide binding",2658,1,0.98,"0.6557","Module_73"
"1110","GO:0017076","purine nucleotide binding",2672,1,0.98,"0.6578","Module_73"
"1111","GO:0008429","phosphatidylethanolamine binding",5,1,0.01,"0.0061","Module_74"
"1112","GO:0008242","omega peptidase activity",8,1,0.01,"0.0098","Module_74"
"1113","GO:0042802","identical protein binding",10,1,0.01,"0.0122","Module_74"
"1114","GO:0042803","protein homodimerization activity",10,1,0.01,"0.0122","Module_74"
"1115","GO:0046983","protein dimerization activity",454,3,0.56,"0.0171","Module_74"
"1116","GO:0016757","glycosyltransferase activity",493,3,0.6,"0.0213","Module_74"
"1117","GO:0003684","damaged DNA binding",18,1,0.02,"0.0218","Module_74"
"1118","GO:0038023","signaling receptor activity",23,1,0.03,"0.0278","Module_74"
"1119","GO:0060089","molecular transducer activity",23,1,0.03,"0.0278","Module_74"
"1120","GO:0008483","transaminase activity",24,1,0.03,"0.0290","Module_74"
"1121","GO:0016769","transferase activity, transferring nitro...",24,1,0.03,"0.0290","Module_74"
"1122","GO:0016740","transferase activity",3005,7,3.68,"0.0594","Module_74"
"1123","GO:0005543","phospholipid binding",57,1,0.07,"0.0676","Module_74"
"1124","GO:0016866","intramolecular transferase activity",61,1,0.07,"0.0722","Module_74"
"1125","GO:0030170","pyridoxal phosphate binding",73,1,0.09,"0.0858","Module_74"
"1126","GO:0003913","DNA photolyase activity",7,1,0.01,"0.0094","Module_75"
"1127","GO:0001882","nucleoside binding",8,1,0.01,"0.0107","Module_75"
"1128","GO:0017089","glycolipid transfer activity",8,1,0.01,"0.0107","Module_75"
"1129","GO:0051861","glycolipid binding",8,1,0.01,"0.0107","Module_75"
"1130","GO:0120013","lipid transfer activity",8,1,0.01,"0.0107","Module_75"
"1131","GO:0140097","catalytic activity, acting on DNA",136,2,0.18,"0.0143","Module_75"
"1132","GO:0005385","zinc ion transmembrane transporter activ...",12,1,0.02,"0.0161","Module_75"
"1133","GO:0005319","lipid transporter activity",13,1,0.02,"0.0174","Module_75"
"1134","GO:0046915","transition metal ion transmembrane trans...",20,1,0.03,"0.0266","Module_75"
"1135","GO:0005215","transporter activity",877,4,1.18,"0.0279","Module_75"
"1136","GO:0003887","DNA-directed DNA polymerase activity",23,1,0.03,"0.0306","Module_75"
"1137","GO:0008408","3'-5' exonuclease activity",24,1,0.03,"0.0319","Module_75"
"1138","GO:0034061","DNA polymerase activity",24,1,0.03,"0.0319","Module_75"
"1139","GO:0003755","peptidyl-prolyl cis-trans isomerase acti...",32,1,0.04,"0.0423","Module_75"
"1140","GO:0016859","cis-trans isomerase activity",32,1,0.04,"0.0423","Module_75"
"1141","GO:0032553","ribonucleotide binding",2710,7,2.82,"0.014","Module_76"
"1142","GO:0097367","carbohydrate derivative binding",2736,7,2.85,"0.015","Module_76"
"1143","GO:0043167","ion binding",5212,10,5.43,"0.020","Module_76"
"1144","GO:0043168","anion binding",2953,7,3.07,"0.023","Module_76"
"1145","GO:0032559","adenyl ribonucleotide binding",2432,6,2.53,"0.031","Module_76"
"1146","GO:0030554","adenyl nucleotide binding",2436,6,2.54,"0.031","Module_76"
"1147","GO:0004672","protein kinase activity",1296,4,1.35,"0.041","Module_76"
"1148","GO:0000166","nucleotide binding",3342,7,3.48,"0.042","Module_76"
"1149","GO:1901265","nucleoside phosphate binding",3342,7,3.48,"0.042","Module_76"
"1150","GO:0032555","purine ribonucleotide binding",2658,6,2.77,"0.045","Module_76"
"1151","GO:0017076","purine nucleotide binding",2672,6,2.78,"0.046","Module_76"
"1152","GO:0010181","FMN binding",52,1,0.05,"0.053","Module_76"
"1153","GO:0036094","small molecule binding",3516,7,3.66,"0.054","Module_76"
"1154","GO:0016773","phosphotransferase activity, alcohol gro...",1437,4,1.5,"0.056","Module_76"
"1155","GO:0016301","kinase activity",1456,4,1.52,"0.059","Module_76"
"1156","GO:0043565","sequence-specific DNA binding",298,1,0.05,"0.054","Module_77"
"1157","GO:0003676","nucleic acid binding",2927,2,0.54,"0.085","Module_77"
"1158","GO:0003700","DNA-binding transcription factor activit...",552,1,0.1,"0.098","Module_77"
"1159","GO:0140110","transcription regulator activity",584,1,0.11,"0.104","Module_77"
"1160","GO:0003677","DNA binding",1874,1,0.34,"0.306","Module_77"
"1161","GO:0005488","binding",11256,3,2.07,"0.327","Module_77"
"1162","GO:0097159","organic cyclic compound binding",6255,2,1.15,"0.328","Module_77"
"1163","GO:1901363","heterocyclic compound binding",6255,2,1.15,"0.328","Module_77"
"1164","GO:0000166","nucleotide binding",3342,1,0.61,"0.497","Module_77"
"1165","GO:1901265","nucleoside phosphate binding",3342,1,0.61,"0.497","Module_77"
"1166","GO:0036094","small molecule binding",3516,1,0.65,"0.517","Module_77"
"1167","GO:0005515","protein binding",4340,1,0.8,"0.604","Module_77"
"1168","GO:0003674","molecular_function",16330,3,3,"1.000","Module_77"
"1169","GO:0000049","tRNA binding",9,0,0,"1.000","Module_77"
"1170","GO:0000062","fatty-acyl-CoA binding",5,0,0,"1.000","Module_77"
"1171","GO:0033743","peptide-methionine (R)-S-oxide reductase...",10,1,0,"0.0037","Module_78"
"1172","GO:0004197","cysteine-type endopeptidase activity",12,1,0,"0.0044","Module_78"
"1173","GO:0016671","oxidoreductase activity, acting on a sul...",18,1,0.01,"0.0066","Module_78"
"1174","GO:0008234","cysteine-type peptidase activity",70,1,0.03,"0.0254","Module_78"
"1175","GO:0004722","protein serine/threonine phosphatase act...",76,1,0.03,"0.0276","Module_78"
"1176","GO:0004721","phosphoprotein phosphatase activity",110,1,0.04,"0.0397","Module_78"
"1177","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.05,"0.0454","Module_78"
"1178","GO:0016791","phosphatase activity",187,1,0.07,"0.0668","Module_78"
"1179","GO:0042578","phosphoric ester hydrolase activity",240,1,0.09,"0.0850","Module_78"
"1180","GO:0004175","endopeptidase activity",287,1,0.11,"0.1009","Module_78"
"1181","GO:0008233","peptidase activity",464,1,0.17,"0.1588","Module_78"
"1182","GO:0016787","hydrolase activity",2144,2,0.79,"0.1805","Module_78"
"1183","GO:0140096","catalytic activity, acting on a protein",2189,2,0.8,"0.1867","Module_78"
"1184","GO:0016788","hydrolase activity, acting on ester bond...",608,1,0.22,"0.2036","Module_78"
"1185","GO:0008270","zinc ion binding",1053,1,0.39,"0.3297","Module_78"
"1186","GO:0008198","ferrous iron binding",5,1,0.01,"0.0073","Module_79"
"1187","GO:0008878","glucose-1-phosphate adenylyltransferase ...",6,1,0.01,"0.0088","Module_79"
"1188","GO:0008242","omega peptidase activity",8,1,0.01,"0.0117","Module_79"
"1189","GO:0070566","adenylyltransferase activity",15,1,0.02,"0.0218","Module_79"
"1190","GO:0004298","threonine-type endopeptidase activity",20,1,0.03,"0.0290","Module_79"
"1191","GO:0070003","threonine-type peptidase activity",20,1,0.03,"0.0290","Module_79"
"1192","GO:0009055","electron transfer activity",191,2,0.28,"0.0317","Module_79"
"1193","GO:0016682","oxidoreductase activity, acting on diphe...",32,1,0.05,"0.0460","Module_79"
"1194","GO:0016679","oxidoreductase activity, acting on diphe...",37,1,0.05,"0.0530","Module_79"
"1195","GO:0016701","oxidoreductase activity, acting on singl...",64,1,0.09,"0.0900","Module_79"
"1196","GO:0140096","catalytic activity, acting on a protein",2189,6,3.22,"0.0921","Module_79"
"1197","GO:0030170","pyridoxal phosphate binding",73,1,0.11,"0.1020","Module_79"
"1198","GO:0070279","vitamin B6 binding",73,1,0.11,"0.1020","Module_79"
"1199","GO:0015035","protein-disulfide reductase activity",100,1,0.15,"0.1372","Module_79"
"1200","GO:0015036","disulfide oxidoreductase activity",100,1,0.15,"0.1372","Module_79"
