Feature_1,Feature_2,biore_full,diff_mz,diff_rt,elution,Similarity_score,spearman_cor
X1556_407.1895_7.28_neg ,X416_449.2026_6.96_neg,"""Acetylation""",-42.0131,0.32,0,,0.708418131
X1109_465.2000_8.34_neg ,X4866_479.2183_9.28_neg,"""Methylation""",-14.0183,-0.94,1,,0.797224792
X1109_465.2000_8.34_neg ,X1935_533.2590_11.50_neg,"""Isoprenylation""",-68.059,-3.16,1,,0.877644157
X2036_437.1068_7.77_neg ,X2836_317.0629_8.40_neg,,,,,0.654190988,0.673882208
X2_461.0733_7.67_neg ,X448_607.1299_7.58_neg,"""Deoxyhexose""",-146.0566,0.09,-1,,0.662904718
X2_461.0733_7.67_neg ,X930_477.0713_6.32_neg,"""Oxygenation""",-15.998,1.35,-1,,0.811779217
X2_461.0733_7.67_neg ,X4270_463.0874_7.67_pos,,,,,,
X199_433.0800_7.33_neg ,X68_463.0886_7.09_neg,"""Methoxylation""",-30.0086,0.24,0,0.760998842,0.651187172
X199_433.0800_7.33_neg ,X225_549.0887_7.40_neg,,,,,0.779485853,0.687696577
X199_433.0800_7.33_neg ,X5377_457.0747_7.34_pos,,,,,,
X997_493.1408_10.84_neg ,X7471_515.1179_10.84_pos,,,,,,
X2007_677.2833_8.17_neg ,X2711_675.2689_8.35_neg,"""Reduction""",2.0144,-0.18,-1,,0.795868023
X2007_677.2833_8.17_neg ,X2153_693.2780_7.81_neg,"""Oxygenation""",-15.9947,0.36,-1,,0.868146778
X2007_677.2833_8.17_neg ,X981_839.3361_7.43_neg,"""Hexose""",-162.0528,0.74,-1,,0.686463151
X2007_677.2833_8.17_neg ,X4032_707.2893_8.67_neg,"""Methoxylation""",-30.006,-0.5,0,0.703398396,0.812025902
X1729_393.2113_7.30_neg ,X2427_391.1923_7.47_neg,"""Reduction""",2.019,-0.17,-1,,0.922417515
X3998_1135.5549_9.25_neg ,X966_973.5018_9.90_neg,"""Hexose""",162.0531,-0.65,-1,,0.844711687
X1943_563.3048_8.26_neg ,X3854_499.2551_11.69_neg,,,,,0.745148945,0.843354918
X1943_563.3048_8.26_neg ,X840_447.1890_10.49_neg,,,,,0.796757292,0.690410114
X1943_563.3048_8.26_neg ,X2082_565.3229_7.82_neg,"""Reduction""",-2.0181,0.44,-1,,0.929448042
X1943_563.3048_8.26_neg ,X446_475.2198_10.87_neg,,,,,0.82593105,0.714831946
X1943_563.3048_8.26_neg ,X3045_485.2393_11.56_neg,,,,,0.752475874,0.715572001
X1943_563.3048_8.26_neg ,X553_310.0934_4.44_neg,,,,,0.709347303,0.694480419
X1943_563.3048_8.26_neg ,X3225_407.2652_10.98_neg,,,,,0.757358131,0.696947271
X1943_563.3048_8.26_neg ,X9180_541.2984_8.27_pos,,,,,,
X1937_303.0527_7.21_neg ,X723_287.0559_8.23_neg,"""Oxygenation""",15.9968,-1.02,-1,,0.909219858
X1937_303.0527_7.21_neg ,X4487_447.2301_7.63_neg,,,,,0.747930548,0.650817145
X1937_303.0527_7.21_neg ,X2836_317.0629_8.40_neg,"""Methylation""",-14.0102,-1.19,1,,0.788344126
X1937_303.0527_7.21_neg ,X960_415.1295_7.62_neg,,,,,0.751858881,0.776009867
X195_393.1772_6.40_neg ,X545_423.1875_6.69_neg,"""Methoxylation""",-30.0103,-0.29,0,,0.75368486
X195_393.1772_6.40_neg ,X59_417.1734_6.40_pos,,,,,,
X1929_294.0981_6.14_neg ,X4064_233.0453_6.28_neg,,,,,0.856831566,0.701140919
X8904_561.3240_8.34_neg ,X954_543.3164_11.22_neg,"""Hydration""",18.0076,-2.88,-1,,0.957446809
X8904_561.3240_8.34_neg ,X16318_629.3149_8.34_pos,,,,,,
X1927_391.1621_7.41_neg ,X884_215.1284_10.69_neg,"""Hexuronic acid""",176.0337,-3.28,-1,,0.663644773
X164_373.1424_7.63_neg ,X333_403.1505_7.53_neg,"""Methoxylation""",-30.0081,0.1,0,,0.864693185
X1935_533.2590_11.50_neg ,X451_575.2719_8.86_neg,"""Acetylation""",-42.0129,2.64,0,,0.755658341
X1935_533.2590_11.50_neg ,X3549_447.2099_3.71_neg,,,,,0.744076793,0.802898551
X19_311.0432_4.22_neg ,X43_325.0637_5.41_neg,"""Methylation""",-14.0205,-1.19,1,,0.88689485
X19_311.0432_4.22_neg ,X1001_313.0561_4.22_pos,,,,,,
X1890_172.0611_5.21_neg ,X361_174.0757_5.21_pos,,,,,,
X1926_433.0824_7.45_neg ,X225_549.0887_7.40_neg,"""Malate""",-116.0063,0.05,-1,0.782167587,0.675115634
X1926_433.0824_7.45_neg ,X199_433.0800_7.33_neg,,,,,0.950121562,0.840394696
X191_427.1967_6.63_neg ,X435_411.2024_8.42_neg,"""Oxygenation""",15.9943,-1.79,-1,,0.865309898
X188_278.0675_5.30_neg ,X853_308.0786_5.48_neg,"""Methoxylation""",-30.0111,-0.18,0,,0.682392846
X188_278.0675_5.30_neg ,X394_294.0622_4.65_neg,"""Oxygenation""",-15.9947,0.65,-1,,0.847301881
X188_278.0675_5.30_neg ,X7_279.0510_6.81_neg,,,,,0.688906606,0.761208757
X188_278.0675_5.30_neg ,X849_308.0787_5.78_neg,"""Methoxylation""",-30.0112,-0.48,0,,0.697687327
X188_278.0675_5.30_neg ,X1950_280.0824_5.30_pos,,,,,,
X1839_375.1663_10.50_neg ,X1927_391.1621_7.41_neg,"""Oxygenation""",-15.9958,3.09,-1,,0.698427382
X1839_375.1663_10.50_neg ,X884_215.1284_10.69_neg,,,,,0.974481266,0.779093432
X1839_375.1663_10.50_neg ,X3631_307.1397_5.77_neg,,,,,0.691497294,0.792291088
X1839_375.1663_10.50_neg ,X3004_173.0811_7.55_neg,,,,,0.945831881,0.8062288
X1839_375.1663_10.50_neg ,X2956_429.2132_12.77_neg,,,,,0.849669517,0.811285846
X1839_375.1663_10.50_neg ,X2554_193.0862_12.32_neg,,,,,0.871751638,0.807338884
X182_278.0676_5.01_neg ,X394_294.0622_4.65_neg,"""Oxygenation""",-15.9946,0.36,-1,0.885373795,0.819796485
X182_278.0676_5.01_neg ,X853_308.0786_5.48_neg,"""Methoxylation""",-30.011,-0.47,0,,0.745297564
X182_278.0676_5.01_neg ,X849_308.0787_5.78_neg,"""Methoxylation""",-30.0111,-0.77,0,,0.733580019
X182_278.0676_5.01_neg ,X2349_280.0818_5.01_pos,,,,,,
X785_620.1256_5.65_neg ,X892_578.1103_5.32_neg,"""Acetylation""",42.0153,0.33,0,,0.781560284
X785_620.1256_5.65_neg ,X8908_622.1409_5.64_pos,,,,,,
X1852_747.3454_11.63_neg ,X2944_661.2715_11.37_neg,,,,,0.991448451,0.832130743
X1852_747.3454_11.63_neg ,X304_729.3352_12.90_neg,"""Hydration""",18.0102,-1.27,-1,,0.859019426
X1852_747.3454_11.63_neg ,X396_679.2827_8.50_neg,"""Isoprenylation""",68.0627,3.13,1,,0.856429232
X1852_747.3454_11.63_neg ,X2207_679.2827_11.33_neg,"""Isoprenylation""",68.0627,0.3,1,,0.900462535
X172_395.1922_5.57_neg ,X267_349.1827_5.36_neg,,,,,0.675185062,0.936478569
X180_681.2429_5.86_neg ,X8072_667.0001_5.97_neg,,,,,0.97655517,0.664138144
X180_681.2429_5.86_neg ,X16284_181.1217_5.88_pos,,,,,,
X1816_729.3333_12.53_neg ,X2944_661.2715_11.37_neg,"""Isoprenylation""",68.0618,1.16,1,,0.686956522
X1816_729.3333_12.53_neg ,X605_661.2727_10.69_neg,"""Isoprenylation""",68.0606,1.84,1,,0.685229726
X1816_729.3333_12.53_neg ,X1852_747.3454_11.63_neg,"""Hydration""",-18.0121,0.9,-1,,0.851002158
X1816_729.3333_12.53_neg ,X713_747.3458_11.04_neg,"""Hydration""",-18.0125,1.49,-1,,0.836324391
X741_1213.6021_11.98_neg ,X9429_1215.6160_11.98_pos,,,,,,
X16393_729.3325_12.49_neg ,X1852_747.3454_11.63_neg,"""Hydration""",-18.0129,0.86,-1,,0.801048412
X16393_729.3325_12.49_neg ,X605_661.2727_10.69_neg,"""Isoprenylation""",68.0598,1.8,1,,0.692753623
X16393_729.3325_12.49_neg ,X1816_729.3333_12.53_neg,,,,,0.995842331,0.902559359
X16393_729.3325_12.49_neg ,X713_747.3458_11.04_neg,"""Hydration""",-18.0133,1.45,-1,,0.827567068
X1086_227.1286_11.27_neg ,X289_389.1824_9.29_neg,"""Hexose""",-162.0538,1.98,-1,0.717795176,0.798211533
X66_925.5178_12.66_neg ,X986_1087.5707_10.11_neg,"""Hexose""",-162.0529,2.55,-1,,0.71742214
X66_925.5178_12.66_neg ,X830_779.4591_12.92_neg,"""Deoxyhexose""",146.0587,-0.26,-1,,0.871970398
X1588_371.1428_8.36_neg ,X2581_383.1716_7.60_neg,,,,,0.748289363,0.672032069
X1588_371.1428_8.36_neg ,X9138_349.1263_8.36_pos,,,,,,
X617_363.1661_7.73_neg ,X725_201.1127_9.42_neg,"""Hexose""",162.0534,-1.69,-1,,0.739747148
X617_363.1661_7.73_neg ,X409_382.2023_7.73_pos,,,,,,
X177_447.0923_7.68_neg ,X670_417.0836_8.03_neg,"""Methoxylation""",30.0087,-0.35,0,,0.681776133
X177_447.0923_7.68_neg ,X4199_449.1084_7.68_pos,,,,,,
X1769_387.1505_8.87_neg ,X333_403.1505_7.53_neg,"""Oxygenation""",-16,1.34,-1,,0.874067222
X6166_567.2090_7.64_neg ,X903_537.1979_6.15_neg,"""Methoxylation""",30.0111,1.49,0,,0.775886525
X629_527.3224_12.38_neg ,X954_543.3164_11.22_neg,"""Oxygenation""",-15.994,1.16,-1,,0.943015726
X629_527.3224_12.38_neg ,X9040_289.2524_12.38_pos,,,,,,
X581_352.1039_5.48_neg ,X9434_398.1082_5.49_pos,,,,,,
X185_239.0573_5.19_neg ,X562_255.0522_4.49_neg,"""Oxygenation""",-15.9949,0.7,-1,,0.854455751
X1557_373.1144_6.62_neg ,X960_415.1295_7.62_neg,"""Acetylation""",-42.0151,-1,0,,0.669935245
X1557_373.1144_6.62_neg ,X6883_351.1062_6.62_pos,,,,,,
X174_301.0355_9.51_neg ,X4178_315.0515_11.05_neg,"""Methylation""",-14.016,-1.54,1,,0.797348134
X174_301.0355_9.51_neg ,X4583_303.0499_9.51_pos,,,,,,
X1117_547.3127_9.50_neg ,X1943_563.3048_8.26_neg,"""Oxygenation""",-15.9921,1.24,-1,,0.885291397
X1117_547.3127_9.50_neg ,X2082_565.3229_7.82_neg,"""Hydration""",-18.0102,1.68,-1,,0.901449275
X175_609.1472_6.21_neg ,X311_755.2041_6.13_neg,"""Deoxyhexose""",-146.0569,0.08,-1,,0.659574468
X175_609.1472_6.21_neg ,X1978_579.1369_7.45_neg,"""Methoxylation""",30.0103,-1.24,0,,0.655257478
X175_609.1472_6.21_neg ,X8425_433.1140_7.84_neg,"""Hexuronic acid""",176.0332,-1.63,-1,,0.677705828
X175_609.1472_6.21_neg ,X448_607.1299_7.58_neg,"""Reduction""",2.0173,-1.37,-1,,0.665741597
X175_609.1472_6.21_neg ,X9072_633.1423_6.22_pos,,,,,,
X168_241.0365_3.06_neg ,X319_179.0261_3.07_pos,,,,,,
X1713_755.4079_10.41_neg ,X4254_771.4013_9.24_neg,"""Oxygenation""",-15.9934,1.17,-1,,0.742460685
X511_337.1504_4.50_neg ,X795_405.2124_8.49_neg,"""Isoprenylation""",-68.062,-3.99,1,,0.837804502
X166_579.2088_8.80_neg ,X3840_621.2199_9.38_neg,"""Acetylation""",-42.0111,-0.58,0,,0.834227567
X166_579.2088_8.80_neg ,X2321_609.2193_9.03_neg,"""Methoxylation""",-30.0105,-0.23,0,,0.801788467
X166_579.2088_8.80_neg ,X565_581.2243_8.74_neg,"""Reduction""",-2.0155,0.06,-1,,0.905766266
X166_579.2088_8.80_neg ,X1459_517.2103_8.80_pos,,,,,,
X468_279.1086_3.70_neg ,X532_293.1243_4.98_neg,"""Methylation""",-14.0157,-1.28,1,,0.699167438
X16297_440.8443_9.36_neg ,X387_460.1268_9.38_pos,,,,,,
X13047_456.0733_6.39_neg ,X2198_471.1479_6.39_neg,,,,,0.685608218,0.665001542
X111_639.1766_3.02_neg ,X3672_653.1922_3.37_neg,"""Methylation""",-14.0156,-0.35,1,,0.687449892
X111_639.1766_3.02_neg ,X15681_653.1925_3.55_neg,"""Methylation""",-14.0159,-0.53,1,,0.880111008
X111_639.1766_3.02_neg ,X822_641.1907_3.02_pos,,,,,,
X16_279.0510_7.00_neg ,X8072_667.0001_5.97_neg,,,,,0.88444981,0.748257786
X16_279.0510_7.00_neg ,X307_685.2353_5.95_neg,,,,,0.888001455,0.813012643
X16_279.0510_7.00_neg ,X74_309.0607_7.21_neg,"""Methoxylation""",-30.0097,-0.21,0,,0.849275362
X16_279.0510_7.00_neg ,X1880_441.1048_5.35_neg,"""Hexose""",-162.0538,1.65,-1,,0.660314524
X16_279.0510_7.00_neg ,X8837_165.0574_6.99_pos,,,,,,
X414_391.1963_6.44_neg ,X1919_401.1785_6.44_pos,,,,,,
X15681_653.1925_3.55_neg ,X4064_233.0453_6.28_neg,,,,,0.668840373,0.730743139
X3932_463.1245_10.45_neg ,X491_447.1303_11.24_neg,"""Oxygenation""",15.9942,-0.79,-1,,0.816836263
X3932_463.1245_10.45_neg ,X997_493.1408_10.84_neg,"""Methoxylation""",-30.0163,-0.39,0,,0.878137527
X40_941.5125_12.47_neg ,X1009_943.5261_12.47_pos,,,,,,
X3976_381.0822_5.82_neg ,X487_339.0723_4.58_neg,"""Acetylation""",42.0099,1.24,0,,0.880481036
X1584_403.1151_8.04_neg ,X391_218.1030_3.69_neg,,,,,0.655790618,0.71692877
X1584_403.1151_8.04_neg ,X1686_405.1314_8.03_pos,,,,,,
X1522_309.1192_5.11_neg ,X632_287.1085_5.11_pos,,,,,,
X131_429.1768_8.25_neg ,X327_429.1770_7.88_neg,,,,,0.907940995,0.734566759
X131_429.1768_8.25_neg ,X5730_411.1661_9.30_neg,"""Hydration""",18.0107,-1.05,-1,,0.835584335
X131_429.1768_8.25_neg ,X71_429.1768_7.47_neg,,,,,0.854975239,0.881221092
X131_429.1768_8.25_neg ,X1572_411.1664_9.38_neg,"""Hydration""",18.0104,-1.13,-1,,0.794387912
X1486_308.0786_4.59_neg ,X632_292.0828_5.62_neg,"""Oxygenation""",15.9958,-1.03,-1,,0.650077089
X328_164.0684_3.24_neg ,X919_206.0818_6.55_neg,"""Acetylation""",-42.0134,-3.31,0,,0.661301264
X328_164.0684_3.24_neg ,X1_166.0864_3.24_pos,,,,,,
X3243_477.2252_6.13_neg ,X548_435.2200_5.27_neg,"""Acetylation""",42.0052,0.86,0,,0.86062288
X143_467.2135_8.88_neg ,X1584_403.1151_8.04_neg,,,,,0.681176897,0.743817453
X143_467.2135_8.88_neg ,X16297_440.8443_9.36_neg,,,,,0.990573842,0.69115017
X1452_563.2140_8.11_neg ,X3328_695.1474_6.56_neg,,,,,0.747352953,0.658587727
X1452_563.2140_8.11_neg ,X84_533.0939_8.09_neg,,,,,0.902911581,0.65871107
X14434_667.0001_5.92_neg ,X180_681.2429_5.86_neg,,,,,0.986115753,0.695713845
X14434_667.0001_5.92_neg ,X16_279.0510_7.00_neg,,,,,0.875121978,0.709528215
X14434_667.0001_5.92_neg ,X8072_667.0001_5.97_neg,,,,,0.995019317,0.933395005
X14434_667.0001_5.92_neg ,X4129_775.2410_6.98_neg,,,,,0.846078899,0.745790934
X14434_667.0001_5.92_neg ,X307_685.2353_5.95_neg,,,,,0.982247835,0.744064138
X35_323.1349_4.42_neg ,X3631_307.1397_5.77_neg,"""Oxygenation""",15.9952,-1.35,-1,,0.779586802
X35_323.1349_4.42_neg ,X824_337.1506_5.45_neg,"""Methylation""",-14.0157,-1.03,1,,0.845205057
X3214_805.3310_9.49_neg ,X1219_807.3448_9.49_pos,,,,,,
X102_441.0841_8.89_neg ,X16297_440.8443_9.36_neg,,,,,0.991012508,0.716558742
X102_441.0841_8.89_neg ,X143_467.2135_8.88_neg,,,,,0.999687544,0.762688868
X102_441.0841_8.89_neg ,X757_471.0902_9.21_neg,"""Methoxylation""",-30.0061,-0.32,0,,0.874190564
X102_441.0841_8.89_neg ,X4010_471.0937_8.80_neg,"""Methoxylation""",-30.0096,0.09,0,,0.812642615
X102_441.0841_8.89_neg ,X2462_455.0988_11.27_neg,"""Methylation""",-14.0147,-2.38,1,,0.765772433
X102_441.0841_8.89_neg ,X1052_471.0908_9.57_neg,"""Methoxylation""",-30.0067,-0.68,0,,0.869010176
X102_441.0841_8.89_neg ,X190_165.0629_8.88_pos,,,,,,
X3228_709.2973_8.94_neg ,X396_679.2827_8.50_neg,"""Methoxylation""",30.0146,0.44,0,,0.67400555
X3228_709.2973_8.94_neg ,X5163_943.5260_8.93_pos,,,,,,
X30_1051.5495_13.09_neg ,X741_1213.6021_11.98_neg,"""Hexose""",-162.0526,1.11,-1,,0.667591736
X30_1051.5495_13.09_neg ,X626_1053.5626_13.09_pos,,,,,,
X140_387.1663_6.13_neg ,X259_389.1819_5.95_neg,"""Reduction""",-2.0156,0.18,-1,,0.656367561
X140_387.1663_6.13_neg ,X31_387.1664_5.70_neg,,,,,0.913887731,0.853715695
X1412_395.1920_8.04_neg ,X1234_373.1830_8.05_pos,,,,,,
X304_729.3352_12.90_neg ,X713_747.3458_11.04_neg,"""Hydration""",-18.0106,1.86,-1,,0.865803269
X304_729.3352_12.90_neg ,X605_661.2727_10.69_neg,"""Isoprenylation""",68.0625,2.21,1,,0.913290163
X1358_379.1969_9.25_neg ,X446_475.2198_10.87_neg,,,,,0.887664339,0.66635831
X1358_379.1969_9.25_neg ,X2822_395.1920_7.82_neg,"""Oxygenation""",-15.9951,1.43,-1,,0.735676842
X1358_379.1969_9.25_neg ,X1412_395.1920_8.04_neg,"""Oxygenation""",-15.9951,1.21,-1,,0.807215541
X1358_379.1969_9.25_neg ,X9103_357.1936_9.25_pos,,,,,,
X2962_621.3126_8.43_neg ,X411_459.2581_9.90_neg,"""Hexose""",162.0545,-1.47,-1,,0.810175763
X134_309.0615_7.34_neg ,X1880_441.1048_5.35_neg,"""Pentose""",-132.0433,1.99,-1,,0.773789701
X134_309.0615_7.34_neg ,X16_279.0510_7.00_neg,"""Methoxylation""",30.0105,0.34,0,,0.755905026
X134_309.0615_7.34_neg ,X7_279.0510_6.81_neg,"""Methoxylation""",30.0105,0.53,0,,0.748381129
X1335_245.1391_8.56_neg ,X1890_172.0611_5.21_neg,,,,,0.785685132,0.658094357
X1335_245.1391_8.56_neg ,X1839_375.1663_10.50_neg,,,,,0.741908889,0.719888992
X1335_245.1391_8.56_neg ,X3004_173.0811_7.55_neg,,,,,0.737176164,0.868146778
X1335_245.1391_8.56_neg ,X2554_193.0862_12.32_neg,,,,,0.696056926,0.680296022
X28_725.1942_6.68_neg ,X27_727.2082_6.68_pos,,,,,,
X1343_245.0937_7.32_neg ,X1522_309.1192_5.11_neg,,,,,0.716318981,0.789207524
X1105_379.1972_7.59_neg ,X267_349.1827_5.36_neg,"""Methoxylation""",30.0145,2.23,0,,0.66635831
X1326_333.1917_11.05_neg ,X416_449.2026_6.96_neg,"""Malate""",-116.0109,4.09,-1,,0.669318532
X1326_333.1917_11.05_neg ,X2385_321.1716_12.22_neg,,,,,0.835689376,0.676225717
X1326_333.1917_11.05_neg ,X1426_361.1860_11.07_pos,,,,,,
X13331_471.2572_10.37_neg ,X14767_603.3005_8.67_neg,"""Pentose""",-132.0433,1.7,-1,,0.887388221
X13331_471.2572_10.37_neg ,X434_457.2397_9.28_neg,"""Methylation""",14.0175,1.09,1,,0.787727413
X25_741.1929_6.19_neg ,X426_755.2080_6.75_neg,"""Methylation""",-14.0151,-0.56,1,,0.867406722
X25_741.1929_6.19_neg ,X28_725.1942_6.68_neg,"""Oxygenation""",15.9987,-0.49,-1,,0.724205982
X25_741.1929_6.19_neg ,X9_743.2029_6.19_pos,,,,,,
X245_487.0884_9.61_neg ,X2924_471.0895_10.20_neg,"""Oxygenation""",15.9989,-0.59,-1,,0.651310515
X245_487.0884_9.61_neg ,X7220_471.0867_10.48_neg,"""Oxygenation""",16.0017,-0.87,-1,,0.882824545
X1044_221.0691_12.23_neg ,X356_475.2461_7.86_neg,,,,,0.783594575,0.835214308
X1044_221.0691_12.23_neg ,X3164_475.2470_8.28_neg,,,,,0.808354675,0.682762874
X1044_221.0691_12.23_neg ,X2204_501.3051_11.04_neg,,,,,0.685959823,0.650570459
X1044_221.0691_12.23_neg ,X149_509.2363_12.23_pos,,,,,,
X13128_471.2561_10.20_neg ,X840_447.1890_10.49_neg,,,,,0.977234494,0.681282763
X13128_471.2561_10.20_neg ,X453_501.2603_12.76_neg,"""Methoxylation""",-30.0042,-2.56,0,0.752220862,0.715695344
X13128_471.2561_10.20_neg ,X3854_499.2551_11.69_neg,,,,,0.944940982,0.814862781
X13128_471.2561_10.20_neg ,X3782_621.2190_8.25_neg,,,,,0.720995827,0.6582177
X13128_471.2561_10.20_neg ,X14767_603.3005_8.67_neg,"""Pentose""",-132.0444,1.53,-1,,0.716682084
X13128_471.2561_10.20_neg ,X1943_563.3048_8.26_neg,,,,,0.801435372,0.711501696
X231_187.0969_8.08_neg ,X725_201.1127_9.42_neg,"""Methylation""",-14.0158,-1.34,1,,0.853345668
X231_187.0969_8.08_neg ,X1686_405.1314_8.03_pos,,,,,,
X123_285.0406_10.76_neg ,X177_447.0923_7.68_neg,"""Hexose""",-162.0517,3.08,-1,,0.72408264
X123_285.0406_10.76_neg ,X3328_695.1474_6.56_neg,,,,,0.863470638,0.66253469
X123_285.0406_10.76_neg ,X2_461.0733_7.67_neg,"""Hexuronic acid""",-176.0327,3.09,-1,0.957501242,0.671785384
X123_285.0406_10.76_neg ,X6993_287.0563_10.77_pos,,,,,,
X227_309.1192_3.43_neg ,X907_295.1093_3.18_neg,"""Methylation""",14.0099,0.25,1,,0.795497996
X1292_762.0360_6.47_neg ,X6974_762.0357_6.47_neg,,,,,1,0.971507863
X2427_391.1923_7.47_neg ,X795_405.2124_8.49_neg,"""Methylation""",-14.0201,-1.02,1,,0.70262103
X13_593.1509_7.42_neg ,X489_595.1701_7.42_pos,,,,,,
X1036_755.2043_5.55_neg ,X13_593.1509_7.42_neg,"""Hexose""",162.0534,-1.87,-1,0.662268653,0.850385446
X1036_755.2043_5.55_neg ,X9161_757.2188_5.55_pos,,,,,,
X220_491.2139_8.87_neg ,X266_559.2759_12.23_neg,"""Isoprenylation""",-68.062,-3.36,1,,0.662781375
X220_491.2139_8.87_neg ,X9268_515.2110_8.87_pos,,,,,,
X1258_623.1269_5.50_neg ,X2_461.0733_7.67_neg,"""Hexose""",162.0536,-2.17,-1,,0.852728955
X1258_623.1269_5.50_neg ,X930_477.0713_6.32_neg,"""Deoxyhexose""",146.0556,-0.82,-1,,0.870983657
X1258_623.1269_5.50_neg ,X9346_625.1425_5.50_pos,,,,,,
X219_1229.5963_11.79_neg ,X9002_1231.6100_11.79_pos,,,,,,
X103_387.1663_5.52_neg ,X810_225.1133_6.36_neg,"""Hexose""",162.053,-0.84,-1,,0.65538082
X103_387.1663_5.52_neg ,X140_387.1663_6.13_neg,,,,,0.798641824,0.950909652
X148_295.1036_2.51_neg ,X227_309.1192_3.43_neg,"""Methylation""",-14.0156,-0.92,1,,0.668331792
X2207_679.2827_11.33_neg ,X2944_661.2715_11.37_neg,"""Hydration""",18.0112,-0.04,-1,,0.822263336
X101_371.2301_5.40_neg ,X824_337.1506_5.45_neg,,,,,0.979181672,0.777736664
X101_371.2301_5.40_neg ,X1244_461.1056_7.23_neg,,,,,0.900314365,0.823620105
X101_371.2301_5.40_neg ,X6_373.2455_5.40_pos,,,,,,
X1244_461.1056_7.23_neg ,X5_431.0983_6.96_neg,"""Methoxylation""",30.0073,0.27,0,,0.883687943
X1244_461.1056_7.23_neg ,X594_431.0982_8.67_neg,"""Methoxylation""",30.0074,-1.44,0,,0.921307431
X1244_461.1056_7.23_neg ,X1699_142.1228_7.21_pos,,,,,,
X2153_693.2780_7.81_neg ,X4032_707.2893_8.67_neg,"""Methylation""",-14.0113,-0.86,1,,0.903792784
X2153_693.2780_7.81_neg ,X2711_675.2689_8.35_neg,"""Hydration""",18.0091,-0.54,-1,,0.888991674
X2153_693.2780_7.81_neg ,X247_677.2832_8.56_neg,"""Oxygenation""",15.9948,-0.75,-1,,0.827813753
X1211_647.2959_9.20_neg ,X2194_663.2889_8.21_neg,"""Oxygenation""",-15.993,0.99,-1,,0.739130435
X1211_647.2959_9.20_neg ,X13331_471.2572_10.37_neg,"""Hexuronic acid""",176.0387,-1.17,-1,,0.6582177
X2082_565.3229_7.82_neg ,X15620_543.3140_7.82_pos,,,,,,
X1016_525.2248_9.20_neg ,X217_483.2170_8.58_neg,"""Acetylation""",42.0078,0.62,0,,0.838791243
X1016_525.2248_9.20_neg ,X1211_647.2959_9.20_neg,,,,,0.981511584,0.652790626
X2105_557.2604_12.21_neg ,X451_575.2719_8.86_neg,"""Hydration""",-18.0115,3.35,-1,,0.829787234
X1207_401.1666_3.71_neg ,X349_469.2292_9.27_neg,"""Isoprenylation""",-68.0626,-5.56,1,,0.847548566
X1207_401.1666_3.71_neg ,X3631_307.1397_5.77_neg,,,,,0.65052096,0.858896084
X12_595.1310_6.47_neg ,X6974_762.0357_6.47_neg,,,,,0.971057917,0.961763799
X12_595.1310_6.47_neg ,X1292_762.0360_6.47_neg,,,,,0.971057917,0.9226642
X12_595.1310_6.47_neg ,X29_579.1360_7.01_neg,"""Oxygenation""",15.995,-0.54,-1,,0.735676842
X12_595.1310_6.47_neg ,X65_597.1482_6.47_pos,,,,,,
X197_795.4546_12.65_neg ,X40_941.5125_12.47_neg,"""Deoxyhexose""",-146.0579,0.18,-1,,0.941905643
X197_795.4546_12.65_neg ,X4767_797.4682_12.65_pos,,,,,,
X1481_855.3652_10.28_neg ,X1938_837.3521_11.12_neg,"""Hydration""",18.0131,-0.84,-1,,0.717298797
X10_295.0460_5.96_neg ,X74_309.0607_7.21_neg,"""Methylation""",-14.0147,-1.25,1,,0.699537465
X10_295.0460_5.96_neg ,X7_279.0510_6.81_neg,"""Oxygenation""",15.995,-0.85,-1,,0.767622572
X10_295.0460_5.96_neg ,X1880_441.1048_5.35_neg,"""Deoxyhexose""",-146.0588,0.61,-1,,0.697070614
X10_295.0460_5.96_neg ,X134_309.0615_7.34_neg,"""Methylation""",-14.0155,-1.38,1,,0.880727721
X10_295.0460_5.96_neg ,X8072_667.0001_5.97_neg,,,,,0.999958518,0.894665433
X10_295.0460_5.96_neg ,X4129_775.2410_6.98_neg,,,,,0.851385814,0.744310823
X10_295.0460_5.96_neg ,X307_685.2353_5.95_neg,,,,,0.995416405,0.743447425
X10_295.0460_5.96_neg ,X180_681.2429_5.86_neg,,,,,0.975957222,0.777489978
X10_295.0460_5.96_neg ,X16_279.0510_7.00_neg,"""Oxygenation""",15.995,-1.04,-1,0.885536487,0.728893
X10_295.0460_5.96_neg ,X14434_667.0001_5.92_neg,,,,,0.99493124,0.900462535
X10_295.0460_5.96_neg ,X8943_297.0642_5.96_pos,,,,,,
X1913_1117.5452_10.33_neg ,X40_941.5125_12.47_neg,"""Hexuronic acid""",176.0327,-2.14,-1,,0.882331175
X1952_803.3149_10.88_neg ,X3214_805.3310_9.49_neg,"""Reduction""",-2.0161,1.39,-1,,0.792291088
X1952_803.3149_10.88_neg ,X877_805.3293_10.88_pos,,,,,,
X1170_267.1182_9.16_neg ,X327_429.1770_7.88_neg,"""Hexose""",-162.0588,1.28,-1,,0.66537157
X1170_267.1182_9.16_neg ,X884_215.1284_10.69_neg,,,,,0.916872024,0.765402405
X1170_267.1182_9.16_neg ,X2554_193.0862_12.32_neg,,,,,0.856599114,0.809682393
